,Player,ID,Team,Opponent,Round,Kicks,Marks,Hand.Balls,Disp,Goals,Behinds,Hit.Outs,Tackles,Rebounds,Inside.50,Clearances,Clangers,Frees.For,Frees.Against,Brownlow,Uncontested.Possessions,Contested.Possessions,Contested.Marks,Marks.Inside.50,One.Percenters,Bounces,Goal.Assists,X..Time.Played
3783,Jobe Watson,1461,ES,RI,10,8,4,20,28,0,0,0,2,1,0,5,4,0,2,0,10,18,0,0,2,1,0,79
3784,David Zaharakis,11729,ES,RI,10,19,5,16,35,1,0,0,6,4,6,1,5,0,1,2,4,29,0,1,2,1,0,79
3785,Harris Andrews,12340,BL,CW,10,4,6,5,9,0,0,0,0,1,0,0,2,1,2,0,5,7,1,0,7,0,0,88
3786,Jake Barrett,12400,BL,CW,10,6,3,12,18,1,1,0,7,1,2,2,1,1,0,0,4,14,0,0,0,0,1,74
3787,Ryan Bastinac,11811,BL,CW,10,4,1,8,12,0,0,0,7,1,4,0,2,0,0,0,6,6,0,0,4,0,0,84
3788,Dayne Beams,11728,BL,CW,10,15,3,13,28,3,1,0,5,3,3,6,5,3,2,1,11,17,1,0,1,0,0,86
3789,Jarrod Berry,12519,BL,CW,10,3,1,3,6,1,0,0,5,0,1,0,1,2,1,0,6,1,1,1,1,0,1,73
3790,Tom Cutler,12265,BL,CW,10,14,6,6,20,1,0,0,1,7,1,0,1,0,0,0,1,15,1,1,1,0,0,86
3791,Darcy Gardiner,12267,BL,CW,10,6,5,3,9,0,0,0,6,2,1,0,4,2,2,0,5,5,0,0,10,0,0,85
3792,Matthew Hammelmann,12457,BL,CW,10,3,1,5,8,1,0,0,1,0,1,0,1,1,0,0,2,5,0,0,1,0,0,77
3793,Eric Hipwood,12454,BL,CW,10,4,2,2,6,1,0,0,0,0,2,0,3,0,2,0,3,4,1,0,3,0,1,87
3794,Ben Keays,12434,BL,CW,10,4,1,7,11,0,0,0,2,1,0,1,3,0,0,0,5,5,0,0,2,0,1,74
3795,Ryan Lester,11894,BL,CW,10,4,3,4,8,0,0,0,3,3,0,0,0,1,0,0,2,6,0,0,3,0,0,81
3796,Stefan Martin,11684,BL,CW,10,11,0,6,17,0,0,20,1,0,2,5,6,1,2,0,9,3,0,0,2,0,2,86
3797,Rhys Mathieson,12443,BL,CW,10,10,2,4,14,1,0,0,4,1,3,3,6,3,4,0,8,8,0,0,0,0,0,72
3798,Sam Mayes,12162,BL,CW,10,16,4,4,20,0,0,0,2,6,1,1,3,0,0,0,4,14,1,0,2,0,0,85
3799,Hugh McCluggage,12518,BL,CW,10,12,5,7,19,0,1,0,0,1,2,2,3,0,0,0,7,10,0,0,0,0,0,77
3800,Daniel McStay,12291,BL,CW,10,7,5,3,10,0,0,0,2,4,0,0,1,0,0,0,4,6,1,0,4,0,0,86
3801,Marco Paparone,12169,BL,CW,10,9,5,5,14,0,0,0,1,3,0,0,1,1,0,0,2,13,0,1,2,0,1,82
3802,Daniel Rich,11725,BL,CW,10,9,2,5,14,1,0,0,1,6,2,1,5,1,3,0,4,11,1,0,4,0,0,82
3803,Nick Robertson,12264,BL,CW,10,10,4,7,17,0,0,0,3,3,2,1,1,2,0,0,9,7,0,0,1,0,0,88
3804,Archie Smith,12472,BL,CW,10,3,3,6,9,1,0,7,2,0,1,0,1,0,0,0,7,2,2,1,2,0,2,76
3805,Lewis Taylor,12252,BL,CW,10,7,2,6,13,0,0,0,3,0,2,0,1,0,0,0,3,10,0,0,1,0,0,81
3806,Dayne Zorko,12076,BL,CW,10,15,5,13,28,2,1,0,7,2,3,10,6,3,2,0,18,11,1,2,1,1,0,91
3807,Taylor Adams,12066,CW,BL,10,17,3,16,33,1,1,0,3,1,3,5,6,1,5,0,12,19,0,0,0,1,0,74
3808,Jarryd Blair,11855,CW,BL,10,2,1,12,14,0,0,0,2,1,0,1,3,1,0,0,7,10,0,0,1,0,1,75
3809,Tim Broomhead,12284,CW,BL,10,10,3,7,17,1,1,0,3,0,4,4,1,2,0,0,6,12,0,0,1,0,0,71
3810,Jack Crisp,12061,CW,BL,10,12,8,10,22,0,0,0,1,1,5,0,4,1,2,0,5,18,1,0,3,3,0,78
3811,Jordan de Goey,12318,CW,BL,10,7,7,8,15,0,0,0,4,0,2,0,2,1,0,0,6,11,1,2,1,0,1,85
3812,Lynden Dunn,4166,CW,BL,10,14,6,1,15,1,0,0,1,1,3,0,2,0,1,0,2,13,0,0,4,0,0,77
3813,Jamie Elliott,12083,CW,BL,10,13,8,1,14,4,4,0,4,0,1,0,4,2,3,0,6,8,1,4,2,0,0,83
3814,Alex Fasolo,11977,CW,BL,10,12,6,5,17,2,4,0,2,0,4,0,2,0,2,0,4,12,1,3,2,1,0,82
3815,Tyson Goldsack,11568,CW,BL,10,3,1,11,14,0,0,0,4,2,2,0,0,0,0,0,8,6,0,0,18,0,0,87
3816,Levi Greenwood,11745,CW,BL,10,11,6,5,16,0,2,0,3,2,3,0,1,2,0,0,6,10,1,1,1,1,0,80
3817,Brodie Grundy,12217,CW,BL,10,5,1,14,19,0,0,38,6,0,2,4,6,2,1,0,12,9,1,0,2,0,2,87
3818,Will Hoskin-Elliott,12026,CW,BL,10,7,4,10,17,0,0,0,3,1,3,1,1,1,0,0,7,10,0,0,4,0,0,84
3819,Jeremy Howe,11967,CW,BL,10,10,7,7,17,0,0,0,1,2,2,0,3,0,1,0,4,11,0,0,3,0,1,92
3820,Brayden Maynard,12371,CW,BL,10,17,3,8,25,1,0,0,3,1,7,2,2,2,0,0,5,20,0,0,0,0,1,91
3821,Darcy Moore,12372,CW,BL,10,11,10,2,13,3,2,5,2,0,2,0,3,0,1,0,5,9,3,6,2,0,0,76
3822,Scott Pendlebury,4182,CW,BL,10,20,3,11,31,0,0,0,8,3,9,7,1,2,0,3,12,17,0,0,2,0,3,81
3823,Tom Phillips,12452,CW,BL,10,9,4,11,20,0,1,0,1,0,1,2,2,1,1,0,4,16,0,0,2,0,0,78
3824,Matt Scharenberg,12384,CW,BL,10,10,7,6,16,0,0,0,1,0,4,0,1,0,0,0,7,9,0,0,2,0,0,89
3825,Steele Sidebottom,11751,CW,BL,10,20,8,14,34,1,1,0,7,0,5,3,5,1,3,2,4,28,0,1,2,0,2,83
3826,Josh Smith,12427,CW,BL,10,16,7,9,25,1,0,0,3,2,1,1,2,1,1,0,5,20,1,1,1,0,0,89
3827,Adam Treloar,12054,CW,BL,10,16,3,14,30,1,1,0,5,1,7,7,2,0,1,0,17,13,0,0,2,3,2,85
3828,Daniel Wells,1427,CW,BL,10,11,8,9,20,2,1,0,0,0,2,1,2,0,0,0,2,17,1,3,2,0,0,73
3829,Sam Butler,3983,WC,GW,10,14,5,10,24,0,0,0,0,2,0,0,4,0,0,0,3,21,0,0,3,0,0,78
3830,Jamie Cripps,11937,WC,GW,10,11,7,8,19,1,2,0,3,1,4,1,1,3,0,0,9,10,1,0,1,1,1,88
3831,Jack Darling,11905,WC,GW,10,6,4,1,7,2,1,1,4,0,3,0,2,0,1,0,7,2,3,3,6,0,1,94
3832,Liam Duggan,12334,WC,GW,10,6,2,7,13,0,0,0,2,2,2,0,4,1,1,0,5,8,0,0,2,0,0,75
3833,Andrew Gaff,11904,WC,GW,10,18,8,17,35,0,0,0,3,2,3,0,3,0,0,0,7,28,1,0,0,0,1,91
3834,Josh Hill,11602,WC,GW,10,4,4,11,15,0,0,0,0,0,2,1,4,0,0,0,6,9,0,0,0,2,0,82
3835,Shannon Hurn,4162,WC,GW,10,14,6,5,19,0,0,0,0,4,1,0,3,0,0,0,4,12,3,0,1,0,0,87
3836,Mark Hutchings,12187,WC,GW,10,9,2,7,16,1,0,0,6,2,2,2,1,1,0,0,9,7,0,0,0,0,0,70
3837,Lewis Jetta,11804,WC,GW,10,18,4,10,28,2,0,0,2,3,6,1,5,1,0,0,6,24,0,2,4,2,0,78
3838,Malcolm Karpany,12471,WC,GW,10,7,2,4,11,1,1,0,3,0,3,0,1,0,0,0,3,7,0,0,0,1,1,75
3839,Josh Kennedy,4169,WC,GW,10,5,1,1,6,3,1,0,1,0,0,0,1,1,1,0,4,1,1,1,2,0,1,71
3840,Chris Masten,11638,WC,GW,10,6,2,15,21,0,0,0,3,2,0,2,2,0,0,0,3,18,0,0,0,0,1,78
3841,Jeremy McGovern,12273,WC,GW,10,12,9,10,22,0,0,0,1,6,3,0,1,1,0,0,11,12,3,0,11,0,0,84
3842,Sam Mitchell,1135,WC,GW,10,9,3,22,31,1,0,0,2,2,0,4,0,3,0,0,10,24,0,0,1,0,0,89
3843,Jackson Nelson,12328,WC,GW,10,12,2,10,22,0,0,0,3,3,2,1,1,1,1,0,5,19,0,0,0,0,0,81
3844,Drew Petrie,806,WC,GW,10,11,4,3,14,1,0,9,3,0,1,5,2,2,2,0,8,6,1,1,0,0,0,76
3845,Matt Priddis,4186,WC,GW,10,9,2,17,26,0,0,0,6,0,4,3,5,0,0,0,10,15,0,0,0,0,1,84
3846,Will Schofield,11605,WC,GW,10,5,2,10,15,0,0,0,1,2,0,0,2,0,0,0,4,12,0,0,6,0,0,89
3847,Dom Sheed,12253,WC,GW,10,11,4,20,31,0,0,0,3,0,2,7,2,1,0,0,13,18,0,0,1,1,1,78
3848,Brad Sheppard,11843,WC,GW,10,8,4,9,17,0,0,0,5,4,2,0,6,0,2,0,3,15,0,0,12,1,0,87
3849,Nathan Vardy,11955,WC,GW,10,5,0,1,6,2,0,32,5,0,1,1,0,0,0,0,2,3,0,0,4,0,0,79
3850,Elliot Yeo,12087,WC,GW,10,15,8,16,31,0,0,0,4,2,2,3,4,1,0,0,14,18,2,0,4,0,0,86
3851,Jeremy Cameron,12017,GW,WC,10,8,7,9,17,2,0,0,3,0,1,0,2,1,2,0,9,9,2,3,1,0,0,89
3852,Aidan Corr,12181,GW,WC,10,9,4,5,14,0,0,0,2,2,0,0,1,0,1,0,3,11,0,0,12,0,0,88
3853,Phil Davis,11825,GW,WC,10,6,3,8,14,0,0,0,1,5,0,0,2,1,1,0,4,10,0,0,9,0,0,95
3854,Matt de Boer,11746,GW,WC,10,1,0,9,10,0,0,0,6,0,2,1,2,0,1,0,1,9,0,0,0,0,0,75
3855,Toby Greene,12025,GW,WC,10,14,7,11,25,2,3,0,4,1,4,3,5,1,1,0,11,13,3,5,1,0,1,90
3856,Harry Himmelberg,12462,GW,WC,10,7,3,7,14,1,1,1,4,1,3,2,1,0,0,0,5,8,1,1,1,0,1,80
3857,Josh Kelly,12255,GW,WC,10,13,4,16,29,1,1,0,6,0,3,7,1,0,1,0,11,17,0,0,2,0,0,83
3858,Matthew Kennedy,12455,GW,WC,10,13,4,15,28,0,0,0,3,2,4,3,3,0,0,0,11,17,1,0,0,0,0,69
3859,Daniel Lloyd,12532,GW,WC,10,9,4,3,12,1,0,0,2,2,5,0,2,0,0,0,2,10,0,0,0,0,2,63
3860,Tim Mohr,12030,GW,WC,10,7,4,2,9,0,0,0,1,0,0,0,0,0,0,0,4,5,1,0,4,0,0,85
3861,Shane Mumford,11656,GW,WC,10,3,2,10,13,0,0,50,4,0,3,2,2,2,2,0,8,6,1,0,8,0,1,89
3862,Jonathon Patton,12096,GW,WC,10,8,7,2,10,2,1,1,0,0,1,0,0,0,0,0,5,5,3,2,2,0,0,85
3863,Harry Perryman,12536,GW,WC,10,2,1,8,10,0,0,0,0,1,1,0,1,0,0,0,4,6,0,0,3,0,0,88
3864,Sam Reid,11705,GW,WC,10,8,0,5,13,0,1,0,3,0,1,0,2,0,0,0,4,9,0,0,1,0,1,82
3865,Heath Shaw,4132,GW,WC,10,18,9,5,23,0,0,0,1,3,3,0,4,0,1,0,3,19,1,0,5,4,1,94
3866,Dylan Shiel,12022,GW,WC,10,14,1,12,26,2,1,0,2,2,4,12,3,1,1,1,15,12,0,0,5,0,0,74
3867,Tim Taranto,12504,GW,WC,10,8,2,10,18,1,0,0,4,2,0,2,1,0,0,0,5,13,0,0,0,0,1,83
3868,Adam Tomlinson,12027,GW,WC,10,8,6,4,12,0,0,0,4,1,2,0,2,1,1,0,2,10,0,0,7,0,0,68
3869,Callan Ward,11677,GW,WC,10,15,5,18,33,0,0,0,6,1,3,10,3,0,0,3,14,19,0,0,0,1,0,82
3870,Lachie Whitfield,12143,GW,WC,10,15,7,7,22,1,0,0,0,1,4,5,4,0,2,0,7,16,0,0,4,1,3,85
3871,Zac Williams,12175,GW,WC,10,16,3,12,28,1,1,0,2,0,4,6,3,0,1,2,12,17,1,0,1,3,0,79
3872,Nathan Wilson,12024,GW,WC,10,17,7,3,20,0,0,0,1,3,8,1,2,1,1,0,5,15,0,0,4,1,1,77
3873,Shaun Atley,11902,NM,CA,10,10,2,7,17,1,2,0,5,0,4,0,3,2,2,0,7,9,0,1,0,0,2,79
3874,Ben Brown,12289,NM,CA,10,6,4,4,10,1,1,3,0,0,2,1,1,2,0,0,5,6,0,2,2,0,0,90
3875,Ryan Clarke,12461,NM,CA,10,7,3,8,15,0,1,0,6,1,3,0,0,0,0,0,1,13,0,0,1,0,1,70
3876,Ben Cunnington,11835,NM,CA,10,5,0,12,17,0,0,0,4,0,2,5,3,1,2,0,10,8,0,0,1,0,0,67
3877,Trent Dumont,12343,NM,CA,10,6,1,20,26,1,0,0,7,1,3,5,5,2,1,0,12,15,0,1,1,0,0,75
3878,Taylor Garner,12220,NM,CA,10,7,1,1,8,3,0,0,3,0,2,0,1,2,1,0,4,3,1,1,0,0,1,72
3879,Sam Gibson,12093,NM,CA,10,9,6,5,14,0,0,0,4,0,2,3,1,1,1,0,3,13,0,1,0,0,0,81
3880,Todd Goldstein,11686,NM,CA,10,1,0,9,10,0,0,36,4,1,0,3,2,2,2,0,8,2,0,0,4,0,0,90
3881,Lachlan Hansen,11542,NM,CA,10,8,7,4,12,2,2,0,3,0,2,0,2,1,1,0,5,7,2,2,3,0,0,92
3882,Shaun Higgins,4180,NM,CA,10,14,4,13,27,2,1,0,5,3,3,8,3,2,1,2,16,10,1,0,1,0,1,87
3883,Nathan Hrovat,12190,NM,CA,10,10,4,7,17,1,0,0,0,2,4,2,0,1,0,0,4,13,0,0,0,2,0,67
3884,Jamie Macmillan,11862,NM,CA,10,7,7,6,13,0,0,0,2,3,3,0,0,0,0,0,2,11,0,1,4,0,2,89
3885,Luke McDonald,12246,NM,CA,10,15,4,13,28,1,1,0,7,1,4,6,3,2,1,0,11,19,0,0,3,1,0,77
3886,Aaron Mullett,12008,NM,CA,10,8,5,3,11,0,0,0,2,1,0,0,1,1,1,0,3,9,0,0,1,1,0,81
3887,Robbie Tarrant,11859,NM,CA,10,10,7,5,15,0,0,0,4,2,5,0,1,0,0,0,5,11,2,0,2,0,0,97
3888,Scott Thompson,11636,NM,CA,10,11,6,8,19,0,0,0,2,3,2,0,3,2,3,0,5,12,0,0,5,0,0,93
3889,Kayne Turner,12304,NM,CA,10,6,5,6,12,2,0,0,5,0,2,1,0,0,0,0,3,8,0,3,1,0,3,80
3890,Ed Vickers-Willis,12524,NM,CA,10,4,2,4,8,0,0,0,5,0,0,1,0,1,0,0,4,4,0,0,1,0,0,76
3891,Jarrad Waite,1418,NM,CA,10,9,2,7,16,1,1,1,1,0,1,0,5,0,2,0,7,10,0,1,3,0,0,87
3892,Marley Williams,12084,NM,CA,10,10,3,14,24,0,0,0,0,6,1,0,2,0,0,0,7,16,0,0,6,0,0,88
3893,Mason Wood,12312,NM,CA,10,6,2,2,8,2,0,0,3,0,2,0,2,1,2,0,3,6,0,2,1,0,0,85
3894,Jack Ziebell,11724,NM,CA,10,14,5,15,29,0,1,0,7,3,5,7,4,1,1,0,15,13,2,1,1,1,1,77
3895,Levi Casboult,12114,CA,NM,10,7,5,4,11,2,0,6,1,0,3,0,2,3,2,0,7,6,1,1,3,0,0,89
3896,Patrick Cripps,12261,CA,NM,10,11,5,21,32,1,0,0,5,0,4,11,8,2,5,0,16,16,0,0,1,2,0,90
3897,David Cuningham,12476,CA,NM,10,11,5,4,15,2,0,0,7,1,6,2,2,1,1,0,5,13,0,1,0,0,1,64
3898,Charlie Curnow,12421,CA,NM,10,10,5,7,17,2,0,0,5,0,2,0,3,1,1,0,5,12,0,1,2,0,1,81
3899,Ed Curnow,11883,CA,NM,10,13,6,19,32,0,0,0,6,0,1,5,4,1,1,0,17,16,0,0,1,0,0,84
3900,Sam Docherty,12170,CA,NM,10,23,7,8,31,2,1,0,4,7,3,1,4,1,2,0,6,21,0,1,1,6,0,97
3901,Zac Fisher,12520,CA,NM,10,4,0,5,9,0,1,0,4,0,1,2,3,1,0,0,6,3,0,0,2,0,1,58
3902,Bryce Gibbs,11535,CA,NM,10,15,6,23,38,3,0,0,6,2,1,5,4,0,2,3,12,26,1,1,0,0,2,87
3903,Nick Graham,12222,CA,NM,10,7,1,13,20,0,0,0,5,0,1,3,3,1,0,0,12,9,0,0,0,0,0,69
3904,Matthew Kreuzer,11645,CA,NM,10,10,2,8,18,0,1,46,9,1,6,5,2,0,1,1,8,9,0,0,5,0,0,91
3905,Harrison Macreadie,12488,CA,NM,10,6,3,4,10,0,0,0,0,1,0,1,2,0,1,0,5,5,0,0,3,0,0,72
3906,Caleb Marchbank,12369,CA,NM,10,11,9,3,14,0,0,0,5,1,2,0,1,1,0,0,4,10,0,0,2,0,0,96
3907,Marc Murphy,4148,CA,NM,10,10,4,20,30,1,0,0,2,1,4,4,5,0,2,0,9,21,0,1,1,0,3,93
3908,Sam Petrevski-Seton,12487,CA,NM,10,4,1,3,7,0,0,0,5,0,2,0,1,2,0,0,2,5,0,0,2,0,0,70
3909,Lachie Plowman,12142,CA,NM,10,9,3,7,16,0,0,0,2,3,1,1,4,0,2,0,6,10,0,0,4,0,0,85
3910,Alex Silvagni,11810,CA,NM,10,13,3,4,17,0,0,0,7,4,0,1,5,3,1,0,9,8,2,0,9,0,0,97
3911,Jack Silvagni,12458,CA,NM,10,5,4,3,8,0,1,0,4,0,1,0,0,0,0,0,3,5,0,1,0,0,1,66
3912,Kade Simpson,1456,CA,NM,10,17,6,10,27,0,0,0,2,6,1,2,3,1,2,0,7,21,0,0,4,3,2,93
3913,Liam Sumner,12073,CA,NM,10,4,3,4,8,1,0,0,3,0,1,0,1,0,0,0,1,7,0,1,0,0,1,71
3914,Jacob Weitering,12402,CA,NM,10,11,2,3,14,0,0,0,4,4,0,0,2,1,1,0,5,9,0,0,7,1,0,94
3915,Tom Williamson,12517,CA,NM,10,6,2,2,8,0,1,0,6,1,3,0,0,1,0,0,2,5,1,0,1,1,0,74
3916,Matthew Wright,11929,CA,NM,10,13,7,11,24,1,0,0,3,1,1,3,2,1,0,0,7,16,0,0,3,1,0,80
3917,Kaiden Brand,12435,HW,PA,11,7,3,8,15,0,0,0,1,3,0,0,3,1,1,0,8,7,0,0,10,0,0,100
3918,Luke Breust,11954,HW,PA,11,8,5,5,13,2,1,0,3,3,2,0,2,0,2,0,6,8,2,2,1,1,0,75
3919,Shaun Burgoyne,1126,HW,PA,11,8,3,7,15,0,0,0,9,3,2,3,4,1,2,0,8,7,0,0,2,0,0,84
3920,Ryan Burton,12477,HW,PA,11,18,11,7,25,0,0,0,5,4,4,0,5,0,1,0,3,20,1,0,3,0,0,84
3921,James Cousins,12539,HW,PA,11,10,3,2,12,0,0,0,6,1,0,1,3,1,2,0,5,8,0,0,1,0,1,70
3922,Taylor Duryea,12163,HW,PA,11,12,5,6,18,0,0,0,2,6,1,1,2,0,1,0,3,13,0,0,4,0,0,75
3923,Josh Gibson,4145,HW,PA,11,9,6,6,15,0,0,0,4,2,0,0,1,0,1,0,3,12,0,0,11,0,0,100
3924,Jack Gunston,11845,HW,PA,11,4,2,3,7,0,0,0,1,0,1,1,1,1,0,0,2,5,0,0,1,0,0,87
3925,Blake Hardwick,12469,HW,PA,11,6,3,4,10,0,0,0,5,4,0,1,2,0,0,0,4,6,0,0,3,0,0,76
3926,Ricky Henderson,11832,HW,PA,11,11,5,10,21,0,0,0,4,1,1,2,2,0,0,0,6,17,0,0,4,1,0,81
3927,Luke Hodge,1134,HW,PA,11,17,5,10,27,0,0,0,2,5,1,1,5,0,3,0,7,19,0,0,4,0,0,81
3928,Daniel Howe,12360,HW,PA,11,8,5,9,17,0,0,0,1,1,0,2,1,0,0,0,7,10,0,0,4,0,0,83
3929,Ben McEvoy,11682,HW,PA,11,6,4,4,10,0,0,34,3,1,0,2,1,0,1,0,7,3,2,0,3,0,0,86
3930,Tom Mitchell,12196,HW,PA,11,15,9,15,30,0,0,0,5,3,3,5,4,2,2,0,10,21,0,0,0,1,0,88
3931,Paul Puopolo,11942,HW,PA,11,4,2,3,7,1,0,0,3,0,2,1,3,0,0,0,4,3,0,0,1,0,0,78
3932,Jarryd Roughead,4078,HW,PA,11,11,6,7,18,2,0,0,5,0,2,2,3,1,0,0,10,10,0,3,3,0,1,88
3933,Liam Shiels,11760,HW,PA,11,11,3,9,20,0,0,0,6,0,0,1,5,0,2,0,8,11,0,0,0,0,1,90
3934,James Sicily,12332,HW,PA,11,5,3,6,11,2,0,0,3,0,2,0,1,2,0,0,5,5,2,0,1,0,0,83
3935,Isaac Smith,11941,HW,PA,11,11,4,9,20,0,1,0,4,3,1,3,5,0,0,0,6,14,0,0,1,1,0,84
3936,Ty Vickery,11767,HW,PA,11,8,2,3,11,0,2,9,3,1,3,3,0,5,0,0,6,6,0,1,1,0,0,67
3937,Brendan Whitecross,11719,HW,PA,11,6,4,7,13,0,1,0,2,3,1,1,2,1,1,0,6,7,0,0,2,0,0,75
3938,Dallas Willsmore,12540,HW,PA,11,8,6,2,10,0,0,0,4,3,0,0,1,0,0,0,1,9,0,0,1,0,0,64
3939,Brendon Ah Chee,12338,PA,HW,11,12,2,14,26,1,0,0,4,0,6,6,1,1,0,0,10,14,0,0,0,0,0,73
3940,Travis Boak,11583,PA,HW,11,11,7,12,23,1,0,0,3,0,1,2,2,0,0,0,12,11,2,1,2,0,1,83
3941,Matthew Broadbent,11782,PA,HW,11,13,5,11,24,1,0,0,3,2,4,0,2,0,1,0,8,16,1,1,1,0,2,83
3942,Darcy Byrne-Jones,12422,PA,HW,11,10,2,6,16,0,1,0,0,1,2,0,3,0,0,0,5,14,0,0,2,0,0,83
3943,Tom Clurey,12238,PA,HW,11,8,6,5,13,0,0,0,0,2,0,0,1,0,0,0,4,9,1,0,3,0,0,95
3944,Charlie Dixon,11914,PA,HW,11,13,8,7,20,4,1,0,6,0,3,0,1,2,0,2,15,6,5,4,1,0,2,97
3945,Brad Ebert,11639,PA,HW,11,16,5,18,34,0,1,0,12,2,5,7,2,0,2,3,13,20,0,1,0,1,1,89
3946,Robbie Gray,11578,PA,HW,11,3,1,7,10,1,0,0,2,0,1,0,2,1,1,0,4,5,0,1,2,0,0,94
3947,Sam Gray,12262,PA,HW,11,14,7,8,22,1,2,0,1,1,4,1,2,2,0,0,5,16,0,2,1,0,0,83
3948,Hamish Hartlett,11740,PA,HW,11,14,8,10,24,0,0,0,1,1,4,2,1,1,0,0,7,16,1,0,3,0,1,84
3949,Jack Hombsch,12021,PA,HW,11,12,8,2,14,0,0,0,1,1,4,0,1,0,0,0,3,11,1,0,2,0,0,87
3950,Jarman Impey,12237,PA,HW,11,9,5,5,14,2,4,0,2,0,1,2,1,2,1,0,9,7,2,2,2,0,0,68
3951,Tom Jonas,12002,PA,HW,11,4,4,3,7,0,0,0,1,1,1,0,1,0,1,0,3,4,0,0,6,0,0,90
3952,Jasper Pittard,11885,PA,HW,11,13,4,4,17,0,0,0,2,4,3,1,1,1,1,0,2,12,0,0,1,1,0,78
3953,Jared Polec,11927,PA,HW,11,14,6,10,24,0,2,0,5,1,7,0,1,1,0,0,6,17,0,0,1,0,1,80
3954,Sam Powell-Pepper,12494,PA,HW,11,6,0,12,18,1,1,0,6,0,4,1,2,2,1,0,12,7,0,0,1,0,0,76
3955,Paddy Ryder,4144,PA,HW,11,10,5,3,13,1,2,23,0,0,2,2,4,2,2,0,5,7,2,1,4,0,0,76
3956,Jimmy Toumpas,12149,PA,HW,11,20,7,6,26,0,1,0,1,0,1,0,4,0,0,0,3,23,0,0,1,0,0,72
3957,Jackson Trengove,11812,PA,HW,11,4,2,10,14,0,0,19,5,1,2,3,4,0,2,0,9,6,1,0,3,0,0,70
3958,Justin Westhoff,11579,PA,HW,11,7,5,11,18,0,1,0,4,1,1,1,2,0,2,0,9,9,1,1,5,0,0,81
3959,Ollie Wines,12150,PA,HW,11,14,4,14,28,0,1,0,6,0,4,10,3,3,0,1,14,13,1,0,5,0,0,81
3960,Aaron Young,12068,PA,HW,11,9,6,6,15,0,2,0,3,0,4,0,3,2,1,0,5,10,0,0,0,0,1,76
3961,Rory Atkins,12381,AD,GE,11,7,3,7,14,0,0,0,4,2,2,2,1,0,0,0,8,7,0,0,2,2,1,79
3962,Eddie Betts,4060,AD,GE,11,8,1,4,12,1,1,0,5,0,1,0,3,0,3,0,8,2,1,0,0,0,2,86
3963,Luke Brown,12106,AD,GE,11,6,2,6,12,0,0,0,5,0,1,1,1,2,0,0,5,6,0,0,2,0,0,89
3964,Charlie Cameron,12277,AD,GE,11,6,1,2,8,1,1,0,4,0,5,0,0,0,0,0,3,5,0,0,0,4,0,84
3965,Brad Crouch,12156,AD,GE,11,11,5,17,28,0,0,0,7,2,4,5,7,0,3,0,10,16,0,0,0,0,0,76
3966,Matt Crouch,12258,AD,GE,11,14,2,13,27,0,0,0,5,2,6,7,2,1,2,0,13,14,0,0,4,0,0,72
3967,Richard Douglas,2381,AD,GE,11,11,2,7,18,0,0,0,6,3,1,3,1,4,1,0,7,11,0,1,0,0,0,75
3968,Hugh Greenwood,12533,AD,GE,11,12,1,6,18,0,0,0,11,0,1,9,3,2,1,0,11,5,0,0,0,0,0,65
3969,Kyle Hartigan,6623,AD,GE,11,6,2,1,7,0,0,0,1,4,1,0,5,2,3,0,3,3,0,0,11,0,0,90
3970,Sam Jacobs,11708,AD,GE,11,5,3,10,15,0,0,45,1,0,3,0,2,0,0,0,5,11,1,0,4,0,0,83
3971,Josh Jenkins,12074,AD,GE,11,7,2,7,14,2,0,5,1,0,1,0,2,0,0,0,3,8,0,0,1,0,1,84
3972,Jake Kelly,12335,AD,GE,11,5,2,5,10,0,0,0,2,0,0,0,0,1,0,0,4,5,0,0,5,0,0,90
3973,Rory Laird,12165,AD,GE,11,13,1,7,20,0,0,0,2,7,3,1,3,1,0,0,6,12,0,0,0,0,0,74
3974,Jake Lever,12351,AD,GE,11,8,6,6,14,0,0,0,1,6,1,1,0,3,0,0,7,6,2,0,3,0,0,87
3975,Tom Lynch,11865,AD,GE,11,11,6,9,20,2,2,0,2,0,4,2,1,2,1,0,8,12,1,2,0,0,1,91
3976,David Mackay,11634,AD,GE,11,9,2,4,13,0,0,0,5,0,5,1,3,0,1,0,3,11,0,0,3,0,0,80
3977,Wayne Milera,12405,AD,GE,11,8,5,6,14,0,0,0,2,1,0,2,2,0,2,0,5,9,0,1,0,1,0,79
3978,Andy Otten,11678,AD,GE,11,6,2,3,9,1,1,0,2,1,1,2,3,1,2,0,3,5,0,0,2,0,0,77
3979,Rory Sloane,11792,AD,GE,11,13,2,10,23,0,0,0,7,1,6,6,4,2,1,0,11,12,0,0,3,0,0,78
3980,Brodie Smith,11891,AD,GE,11,8,2,3,11,0,0,0,5,3,2,0,1,0,1,0,2,8,0,0,1,2,0,84
3981,Daniel Talia,11989,AD,GE,11,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,12,0,0,93
3982,Taylor Walker,11713,AD,GE,11,11,8,1,12,3,3,0,3,0,2,0,3,2,3,0,4,8,1,6,2,0,2,84
3983,Mark Blicavs,12153,GE,AD,11,7,6,11,18,0,0,8,3,4,1,0,3,0,3,0,5,13,1,0,4,0,0,69
